,block,cond,cuecond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart,manip_accuracy,all_accuracy,dom_accuracy
0,1,2.0,1,10.0,272,274,,EFIX,10.0,,283.2025776718849,,754.5248173519543,,436.9893591381832,study,False,False,4,screen,1.0,311,1,1100.0,1660.0,1380.0,,943.3,210.0,210.0,430.0,,445.9,True,False,False
1,1,2.0,1,10.0,44,318,obj3end,ESACC,10.0,251.75069016787225,273.82960029916416,377.27762986956964,743.9399505336436,106.93180069558352,427.33903402333846,study,False,False,276,screen,1.0,311,1,1100.0,1660.0,1380.0,1309.5,952.8,210.0,210.0,430.0,349.6,440.9,True,False,False
2,1,2.0,1,10.0,186,504,,EFIX,10.0,,280.7898324370026,,345.52413808589415,,88.44732895910425,study,False,False,320,obj3start,1.0,311,1,1100.0,1660.0,1380.0,,1343.8,210.0,210.0,430.0,,349.3,True,False,False
3,1,2.0,1,10.0,24,528,obj3end,ESACC,10.0,330.7931075460914,286.1133516632876,259.01366759304426,334.9818651807885,133.65657484762954,90.35955953854574,study,False,False,506,obj3start,1.0,311,1,1100.0,1660.0,1380.0,1417.8,1352.9,210.0,210.0,430.0,301.8,343.8,True,False,False
4,1,2.0,1,10.0,100,628,,EFIX,10.0,,352.33950956428373,,218.28222557047567,,180.24186528107168,study,False,False,530,screen,1.0,311,1,1100.0,1660.0,1380.0,,1448.3,210.0,210.0,430.0,,263.2,True,False,False
5,1,2.0,1,10.0,178,806,obj3end,ESACC,10.0,285.8514474338026,355.7091508522096,298.87631220958275,212.11553455605278,136.0700187403529,189.1692363995795,study,False,False,630,screen,1.0,311,1,1100.0,1660.0,1380.0,1373.2,1452.8,210.0,210.0,430.0,294.1,255.4,True,False,False
6,1,2.0,1,10.0,94,900,,EFIX,10.0,,264.27684348046836,,298.50670009230953,,192.86847850283883,study,False,False,808,screen,1.0,311,1,1100.0,1660.0,1380.0,,1362.8,210.0,210.0,430.0,,237.9,True,False,False
7,1,2.0,1,10.0,18,918,obj3end,ESACC,10.0,306.4800972330831,258.5276967754133,296.44906813818784,305.3990340521724,108.43454246687263,188.38410230165388,study,False,False,902,screen,1.0,311,1,1100.0,1660.0,1380.0,1385.4,1356.4,210.0,210.0,430.0,321.7,243.1,True,False,False
8,1,2.0,1,10.0,1026,1944,,EFIX,10.0,,325.1996617464416,,296.5582910660229,,86.57262846881805,study,False,False,920,obj3start,1.0,311,1,1100.0,1660.0,1380.0,,1395.9,210.0,210.0,430.0,,344.9,True,False,False
9,1,2.0,1,10.0,44,1988,obj2end,ESACC,10.0,518.023406807067,340.19878012714855,72.52758096062486,298.83642682912676,363.03753249491996,70.56351748602103,study,False,False,1946,obj3start,1.0,311,1,1100.0,1660.0,1380.0,1614.9,1403.6,210.0,210.0,430.0,153.2,363.5,True,False,False
10,1,2.0,1,10.0,296,2284,,EFIX,10.0,,536.6672153206305,,88.8802565252824,,393.4255965236629,study,False,False,1990,obj2start,1.0,311,1,1100.0,1660.0,1380.0,,1630.1,210.0,210.0,430.0,,126.3,True,False,False
11,1,2.0,1,10.0,36,2320,obj3end,ESACC,10.0,343.10297288132017,532.903330820891,265.6457227210708,89.5430622661521,110.16192627219259,390.5405996820306,study,False,False,2286,obj2start,1.0,311,1,1100.0,1660.0,1380.0,1422.1,1626.4,210.0,210.0,430.0,328.2,127.0,True,False,False
12,1,2.0,1,10.0,732,3052,,EFIX,10.0,,332.69063707895356,,303.6495677586253,,71.04266323836687,study,False,False,2322,obj3start,1.0,311,1,1100.0,1660.0,1380.0,,1396.5,210.0,210.0,430.0,,360.9,True,False,False
13,1,2.0,1,10.0,14,3066,obj3end,ESACC,10.0,317.74469311067963,336.3264188255213,301.8371912140716,308.3560604236603,87.94140094403772,62.605590804655755,study,False,False,3054,obj3start,1.0,311,1,1100.0,1660.0,1380.0,1388.8,1396.1,210.0,210.0,430.0,342.5,369.5,True,False,False
14,1,2.0,1,10.0,284,3350,,EFIX,10.0,,305.3016377289844,,301.23925706985796,,103.52337900203992,study,False,False,3068,obj3start,1.0,311,1,1100.0,1660.0,1380.0,,1382.2,210.0,210.0,430.0,,326.5,True,False,False
15,1,2.0,1,10.0,46,3396,obj1end,ESACC,10.0,73.61426492195653,304.88358433999036,568.8682272723621,300.8155581082866,408.478959066437,104.62313319720455,study,False,False,3352,obj3start,1.0,311,1,1100.0,1660.0,1380.0,1095.9,1382.2,210.0,210.0,430.0,136.5,325.4,True,False,False
16,1,2.0,1,10.0,620,4016,,EFIX,10.0,,90.25940394219322,,593.6621598181916,,433.7404292892237,study,False,False,3398,obj1start,1.0,311,1,1100.0,1660.0,1380.0,,1072.6,210.0,210.0,430.0,,124.0,True,False,False
17,1,2.0,1,9.0,262,264,,EFIX,9.0,,263.1304049326113,,467.68965137150514,,736.3352565238201,study,True,False,4,screen,2.0,311,2,820.0,540.0,1660.0,,955.6,650.0,210.0,210.0,,424.5,True,True,True
18,1,2.0,1,9.0,22,286,obj1end,ESACC,9.0,142.6443128904899,256.5792859916794,422.425614753651,466.7000428540799,873.8028381734634,741.6204757151733,study,True,False,266,screen,2.0,311,2,820.0,540.0,1660.0,838.8,951.7,650.0,210.0,210.0,508.6,429.8,True,True,True
19,1,2.0,1,9.0,170,456,,EFIX,9.0,,151.47293487616852,,405.3936975336445,,883.7511244688744,study,True,False,288,obj1start,2.0,311,2,820.0,540.0,1660.0,,824.7,650.0,210.0,210.0,,498.6,True,True,True
20,1,2.0,1,9.0,56,512,obj2end,ESACC,9.0,548.3823574842647,163.55393605780327,49.10407315080899,396.51215618187547,1098.8772497417535,880.3487320374807,study,True,False,458,obj1start,2.0,311,2,820.0,540.0,1660.0,562.0,824.2,650.0,210.0,210.0,166.1,486.5,True,True,True
21,1,2.0,1,9.0,270,782,,EFIX,9.0,,582.0236507222022,,68.75703600359748,,1124.8997866476816,study,True,False,514,obj2start,2.0,311,2,820.0,540.0,1660.0,,537.2,650.0,210.0,210.0,,141.3,True,True,True
22,1,2.0,1,9.0,12,794,obj2end,ESACC,9.0,610.5775953963591,589.611880816525,90.80198235721508,72.78852931609485,1154.5479634904736,1135.359929713921,study,True,False,784,obj2start,2.0,311,2,820.0,540.0,1660.0,508.6,526.9,650.0,210.0,210.0,124.8,138.4,True,True,True
23,1,2.0,1,9.0,290,1084,,EFIX,9.0,,628.8510157422028,,108.35866370530786,,1167.820876675871,study,True,False,796,obj2start,2.0,311,2,820.0,540.0,1660.0,,496.4,650.0,210.0,210.0,,110.8,True,True,True
