,block,cond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart
0,1,1.0,2.0,236,244,,EFIX,3.0,,704.8784647015399,,506.37303443212693,,713.9535349026573,study,10,screen,1.0,412,1,260.0,540.0,1660.0,,950.2,650.0,210.0,430.0,,506.9
1,1,1.0,2.0,30,274,screen,ESACC,3.0,600.4431197041065,698.7004866178354,246.9087685765736,494.9488559437228,905.4678017466994,721.1701394261967,study,246,screen,1.0,412,1,260.0,540.0,1660.0,761.3,942.1,650.0,210.0,430.0,319.5,498.6
2,1,1.0,2.0,92,366,,EFIX,3.0,,589.0151865614332,,221.78117593700333,,928.9127461715658,study,276,screen,1.0,412,1,260.0,540.0,1660.0,,739.2,650.0,210.0,430.0,,307.5
3,1,1.0,2.0,28,394,obj2end,ESACC,3.0,544.3180871512538,591.5022316103295,36.79918477357893,218.602127162569,1105.9539683006703,930.5454798127818,study,368,screen,1.0,412,1,260.0,540.0,1660.0,576.7,738.3,650.0,210.0,430.0,207.3,302.0
4,1,1.0,2.0,368,762,,EFIX,3.0,,540.0499606517901,,23.78991382918399,,1149.117034944657,study,396,obj2start,1.0,412,1,260.0,540.0,1660.0,,537.0,650.0,210.0,430.0,,186.4
5,1,1.0,2.0,42,804,obj1end,ESACC,3.0,93.6389876066588,542.9230976851142,448.71400691308935,42.396815918179534,1410.7828535958324,1169.2927306709812,study,764,obj2start,1.0,412,1,260.0,540.0,1660.0,254.9,519.3,650.0,210.0,430.0,556.5,173.0
6,1,1.0,2.0,214,1018,,EFIX,3.0,,54.00166664094734,,480.470789955019,,1415.502801127571,study,806,obj1start,1.0,412,1,260.0,540.0,1660.0,,254.3,650.0,210.0,430.0,,596.3
7,1,1.0,2.0,40,1058,obj2end,ESACC,3.0,552.8484964255578,45.53295509847781,34.31413702834443,481.28292095190744,1116.8623281318069,1406.2934437733827,study,1020,obj1start,1.0,412,1,260.0,540.0,1660.0,568.9,264.6,650.0,210.0,430.0,191.5,604.7
8,1,1.0,2.0,668,1726,,EFIX,3.0,,561.465840456924,,45.82455673544482,,1149.6485941364865,study,1060,obj2start,1.0,412,1,260.0,540.0,1660.0,,541.5,650.0,210.0,430.0,,164.2
9,1,1.0,2.0,80,1806,obj3end,ESACC,3.0,1362.5623985711627,554.6964755611847,1075.5055973819942,36.55379597251153,69.02383646248592,1144.760315524608,study,1728,obj2start,1.0,412,1,260.0,540.0,1660.0,1599.0,544.3,650.0,210.0,430.0,397.7,173.7
