,block,cond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart,manip_accuracy,all_accuracy
0,1,1.0,5.0,260,262,,EFIX,5.0,,354.23332706000434,,514.1023730736905,,377.17535709534366,study,True,False,4,screen,1.0,415,1,540.0,1380.0,1100.0,,883.0,430.0,650.0,210.0,,518.5,True,True
1,1,1.0,5.0,48,310,obj1end,ESACC,5.0,49.179670596700824,351.9038647130776,914.8172713717205,516.4807160001233,648.9581188335654,383.6148198388587,study,True,False,264,screen,1.0,415,1,540.0,1380.0,1100.0,491.0,879.2,430.0,650.0,210.0,434.2,523.7,True,True
2,1,1.0,5.0,326,636,,EFIX,5.0,,80.33741345101919,,948.0475199060436,,673.2563404825833,study,True,False,312,obj1start,1.0,415,1,540.0,1380.0,1100.0,,460.3,430.0,650.0,210.0,,419.9,True,True
3,1,1.0,5.0,52,688,obj3end,ESACC,5.0,551.2386778882629,93.82334464300446,583.2461572955282,962.0347291028531,73.43078373543342,682.2131778264035,study,True,False,638,obj1start,1.0,415,1,540.0,1380.0,1100.0,1032.2,448.1,430.0,650.0,210.0,181.8,411.1,True,True
4,1,1.0,5.0,630,1318,,EFIX,5.0,,550.2829090567868,,599.4958548647355,,87.10499411629625,study,True,False,690,obj3start,1.0,415,1,540.0,1380.0,1100.0,,1023.8,430.0,650.0,210.0,,167.8,True,True
5,1,1.0,5.0,54,1372,obj2end,ESACC,5.0,789.6538292188548,537.5914433842861,175.3201927902202,613.6746369209012,355.3155921149536,104.55888293205889,study,True,False,1320,obj3start,1.0,415,1,540.0,1380.0,1100.0,1327.9,1006.6,430.0,650.0,210.0,482.6,163.0,True,True
6,1,1.0,5.0,180,1552,,EFIX,5.0,,780.2789244879037,,159.45908566149498,,364.9701357645581,study,True,False,1374,obj2start,1.0,415,1,540.0,1380.0,1100.0,,1316.8,430.0,650.0,210.0,,503.6,True,True
7,1,1.0,5.0,48,1600,obj3end,ESACC,5.0,528.3407991060315,775.6464723055213,542.8296233626165,170.84334929987764,73.37574531137662,354.1009036983667,study,True,False,1554,obj2start,1.0,415,1,540.0,1380.0,1100.0,1030.8,1313.1,430.0,650.0,210.0,234.4,492.8,True,True
8,1,1.0,5.0,468,2068,,EFIX,5.0,,527.6846880477015,,593.8982488608634,,94.58927000458354,study,True,False,1602,obj3start,1.0,415,1,540.0,1380.0,1100.0,,1008.3,430.0,650.0,210.0,,186.8,True,True
9,1,1.0,5.0,52,2120,obj2end,ESACC,5.0,808.1392454274202,533.5013495765497,114.16234055063866,597.3606029861695,410.5910861185372,93.63594395316368,study,True,False,2070,obj3start,1.0,415,1,540.0,1380.0,1100.0,1340.2,1011.3,430.0,650.0,210.0,543.0,180.0,True,True
