,block,cond,cuecond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart,manip_accuracy,all_accuracy,dom_accuracy
0,1,1.0,0,12.0,256,258,,EFIX,12.0,,221.30876620685407,,560.1370992890936,,206.28516669891704,study,True,False,4,screen,1.0,401,1,1100.0,1380.0,1100.0,,917.1,650.0,210.0,430.0,,525.4,True,True,False
1,1,1.0,0,12.0,36,294,obj3end,ESACC,12.0,187.72375981745094,223.2663207920084,459.58264762717056,549.7634491306238,104.02023841541607,196.7634366441083,study,True,False,260,screen,1.0,401,1,1100.0,1380.0,1100.0,1011.4,922.4,650.0,210.0,430.0,484.5,514.7,True,True,False
2,1,1.0,0,12.0,26,320,,EFIX,12.0,,145.47693975335056,,458.9330452255536,,106.54360609628345,study,True,False,296,obj3start,1.0,401,1,1100.0,1380.0,1100.0,,1039.5,650.0,210.0,430.0,,517.7,True,True,False
3,1,1.0,0,12.0,10,330,obj1end,ESACC,12.0,72.62761182911079,114.40039335596718,511.7839094774277,472.1604070652261,177.23083817439894,127.6692993636293,study,True,False,322,obj1start,1.0,401,1,1100.0,1380.0,1100.0,1047.9,1049.6,650.0,210.0,430.0,599.4,547.3,True,True,False
4,1,1.0,0,12.0,278,608,,EFIX,12.0,,69.82793137420009,,543.4813152261999,,209.53267048362653,study,True,False,332,obj1start,1.0,401,1,1100.0,1380.0,1100.0,,1033.5,650.0,210.0,430.0,,628.7,True,True,False
5,1,1.0,0,12.0,30,638,obj3end,ESACC,12.0,216.45766329700598,71.78648897947298,327.2765191699521,544.0159005029172,46.36722980726788,209.35448406948436,study,True,False,610,obj1start,1.0,401,1,1100.0,1380.0,1100.0,1145.6,1031.7,650.0,210.0,430.0,438.4,627.9,True,True,False
6,1,1.0,0,12.0,204,842,,EFIX,12.0,,241.36762417524022,,307.8349070524653,,51.829817672841614,study,True,False,640,obj3start,1.0,401,1,1100.0,1380.0,1100.0,,1149.2,650.0,210.0,430.0,,413.7,True,True,False
7,1,1.0,0,12.0,30,872,obj2end,ESACC,12.0,438.18499517897686,239.77099490972628,117.4312139083983,303.885060508081,249.67597000913003,59.178796878611806,study,True,False,844,obj3start,1.0,401,1,1100.0,1380.0,1100.0,1268.0,1157.8,650.0,210.0,430.0,245.3,417.3,True,True,False
8,1,1.0,0,12.0,1918,2790,,EFIX,12.0,,491.7173171650557,,45.187608921030645,,316.6732069500038,study,True,False,874,obj2start,1.0,401,1,1100.0,1380.0,1100.0,,1335.6,650.0,210.0,430.0,,218.4,True,True,False
9,1,1.0,0,12.0,36,2826,obj3end,ESACC,12.0,264.9914149552774,488.11847946989263,309.8716669848988,37.67824305882637,50.482175071999386,318.7407253552643,study,True,False,2792,obj2start,1.0,401,1,1100.0,1380.0,1100.0,1125.1,1347.7,650.0,210.0,430.0,386.2,229.4,True,True,False
10,1,1.0,0,12.0,396,3222,,EFIX,12.0,,223.51398166557723,,355.9192324109502,,4.301162633521313,study,True,False,2828,obj3start,1.0,401,1,1100.0,1380.0,1100.0,,1097.5,650.0,210.0,430.0,,426.5,True,True,False
11,1,1.0,0,12.0,12,3234,obj3end,ESACC,12.0,219.59326037016712,212.03426609866625,411.9771838342507,386.6866043710333,62.906279495770576,32.35011591942141,study,True,False,3224,obj3start,1.0,401,1,1100.0,1380.0,1100.0,1037.8,1069.3,650.0,210.0,430.0,439.4,440.2,True,True,False
12,1,1.0,0,12.0,556,3790,,EFIX,12.0,,216.77400674435117,,430.17086140276865,,80.41747322566157,study,True,False,3236,obj3start,1.0,401,1,1100.0,1380.0,1100.0,,1021.6,650.0,210.0,430.0,,447.9,True,True,False
13,1,1.0,0,12.0,30,3820,obj1end,ESACC,12.0,53.45353122105223,214.58956172190665,480.5759877480355,432.9441996377824,166.88103547138,82.4662355149063,study,True,False,3792,obj3start,1.0,401,1,1100.0,1380.0,1100.0,1094.8,1020.2,650.0,210.0,430.0,596.8,450.8,True,True,False
14,1,1.0,0,12.0,196,4016,,EFIX,12.0,,20.71545316907168,,504.63960407403613,,199.3016056132012,study,True,False,3822,obj1start,1.0,401,1,1100.0,1380.0,1100.0,,1099.2,650.0,210.0,430.0,,629.3,True,True,False
15,1,1.0,1,15.0,258,260,,EFIX,15.0,,472.22787931252003,,503.20489862480474,,148.37509898901504,study,False,False,4,obj3start,2.0,401,2,1380.0,540.0,820.0,,921.1,650.0,210.0,430.0,,538.6,True,False,False
16,1,1.0,1,15.0,26,286,obj3end,ESACC,15.0,611.1000081819669,478.74339682130346,356.52099517419725,493.69954425743595,28.41161734220704,138.4602470025241,study,False,False,262,obj3start,2.0,401,2,1380.0,540.0,820.0,801.9,916.8,650.0,210.0,430.0,451.9,529.0,True,False,False
17,1,1.0,1,15.0,228,514,,EFIX,15.0,,639.6490443985671,,325.6484300591667,,41.12055447096989,study,False,False,288,obj3start,2.0,401,2,1380.0,540.0,820.0,,778.9,650.0,210.0,430.0,,431.3,True,False,False
18,1,1.0,1,15.0,36,550,obj2end,ESACC,15.0,922.8692865189523,638.2552780823673,50.51455235870152,323.57039419576074,324.45603708360863,37.22633476451855,study,False,False,516,obj3start,2.0,401,2,1380.0,540.0,820.0,543.4,783.4,650.0,210.0,430.0,260.4,423.2,True,False,False
19,1,1.0,1,15.0,1186,1736,,EFIX,15.0,,993.7090117333142,,49.33153149862671,,397.95678157307486,study,False,False,552,obj2start,2.0,401,2,1380.0,540.0,820.0,,490.8,650.0,210.0,430.0,,206.4,True,False,False
20,1,1.0,1,15.0,30,1766,obj3end,ESACC,15.0,706.8679155259489,987.8619184886114,246.00457312822456,41.84698316485907,110.19187810360619,392.96204651340054,study,False,False,1738,obj2start,2.0,401,2,1380.0,540.0,820.0,735.9,498.6,650.0,210.0,430.0,358.8,203.9,True,False,False
21,1,1.0,1,15.0,242,2008,,EFIX,15.0,,672.8542858598732,,283.9522671154432,,72.50441365875594,study,False,False,1768,obj3start,2.0,401,2,1380.0,540.0,820.0,,759.2,650.0,210.0,430.0,,390.5,True,False,False
22,1,1.0,1,15.0,12,2020,obj3end,ESACC,15.0,625.3889989438572,659.0712404588749,331.6253910664864,303.16810518258677,24.48264691572375,57.57516825854704,study,False,False,2010,obj3start,2.0,401,2,1380.0,540.0,820.0,800.2,764.9,650.0,210.0,430.0,415.6,413.3,True,False,False
23,1,1.0,1,15.0,326,2346,,EFIX,15.0,,611.859240348628,,348.6828501661646,,12.638433447227595,study,False,False,2022,obj3start,2.0,401,2,1380.0,540.0,820.0,,807.8,650.0,210.0,430.0,,433.3,True,False,False
24,1,1.0,1,15.0,48,2394,obj1end,ESACC,15.0,64.37957750715675,610.9260266186079,884.0954303693691,351.1674956484441,537.3162290495235,15.316984037335821,study,False,False,2348,obj3start,2.0,401,2,1380.0,540.0,820.0,1320.8,807.0,650.0,210.0,430.0,624.7,438.1,True,False,False
25,1,1.0,1,15.0,490,2884,,EFIX,15.0,,45.35118521053231,,906.6778534849078,,558.3947797033923,study,False,False,2396,obj1start,2.0,401,2,1380.0,540.0,820.0,,1334.8,650.0,210.0,430.0,,646.3,True,False,False
26,1,1.0,1,15.0,16,2900,obj1end,ESACC,15.0,3.6249137920783303,41.320454982974184,948.4709484217215,912.5060986097573,601.4857770554512,563.9356168925669,study,False,False,2886,obj1start,2.0,401,2,1380.0,540.0,820.0,1378.5,1338.7,650.0,210.0,430.0,653.3,651.3,True,False,False
27,1,1.0,1,15.0,356,3256,,EFIX,15.0,,21.222865028077607,,969.4753271744464,,622.6928697198965,study,False,False,2902,obj1start,2.0,401,2,1380.0,540.0,820.0,,1398.5,650.0,210.0,430.0,,660.4,True,False,False
28,1,1.0,1,15.0,50,3306,obj3end,ESACC,15.0,559.8955348991453,20.77907601410602,410.6032269722195,968.830103784972,60.32420741294491,622.4305342767174,study,False,False,3258,obj1start,2.0,401,2,1380.0,540.0,820.0,845.0,1399.6,650.0,210.0,430.0,484.9,656.9,True,False,False
29,1,1.0,1,15.0,130,3436,,EFIX,15.0,,575.2288240344011,,392.80554985896015,,43.453423340399766,study,False,False,3308,obj3start,2.0,401,2,1380.0,540.0,820.0,,833.2,650.0,210.0,430.0,,471.4,True,False,False
30,1,1.0,1,15.0,36,3472,obj2end,ESACC,15.0,940.1965751905291,575.8422092900103,8.0993826925266,392.920157283894,348.02528643763804,44.47752241301219,study,False,False,3438,obj3start,2.0,401,2,1380.0,540.0,820.0,546.8,832.1,650.0,210.0,430.0,214.4,472.8,True,False,False
31,1,1.0,1,15.0,220,3692,,EFIX,15.0,,970.4669597673071,,22.585836269662476,,377.24013572259247,study,False,False,3474,obj2start,2.0,401,2,1380.0,540.0,820.0,,518.4,650.0,210.0,430.0,,203.4,True,False,False
32,1,1.0,1,15.0,12,3704,obj2end,ESACC,15.0,991.7422497806574,964.7766373622446,46.56919582728481,18.600000000000023,396.354248116505,370.89346179192756,study,False,False,3694,obj2start,2.0,401,2,1380.0,540.0,820.0,493.7,521.4,650.0,210.0,430.0,205.0,210.0,True,False,False
33,1,1.0,1,15.0,132,3836,,EFIX,15.0,,996.666965440312,,50.60671892150292,,401.5084557017449,study,False,False,3706,obj2start,2.0,401,2,1380.0,540.0,820.0,,490.2,650.0,210.0,430.0,,201.0,True,False,False
34,1,1.0,1,15.0,38,3874,obj3end,ESACC,15.0,625.7286472585381,1000.6410445309547,327.78093294149977,55.15886148208645,31.182366812030182,405.0956677131959,study,False,False,3838,obj2start,2.0,401,2,1380.0,540.0,820.0,805.3,485.5,650.0,210.0,430.0,402.5,201.5,True,False,False
35,1,1.0,1,15.0,144,4018,,EFIX,15.0,,601.7352407828546,,360.31833147926295,,13.612494260788488,study,False,False,3876,obj3start,2.0,401,2,1380.0,540.0,820.0,,815.1,650.0,210.0,430.0,,442.7,True,False,False
36,1,1.0,1,13.0,296,298,,EFIX,13.0,,553.9701255483006,,668.9775033586706,,719.4907226643023,study,False,False,4,screen,3.0,401,3,1380.0,260.0,260.0,,914.1,210.0,650.0,210.0,,509.7,True,False,False
37,1,1.0,1,13.0,54,352,obj2end,ESACC,13.0,1193.2274929786022,565.6581388082382,39.393527387122916,662.1669955532365,400.8189741017757,722.6625284321859,study,False,False,300,screen,3.0,401,3,1380.0,260.0,260.0,256.1,910.3,210.0,650.0,210.0,610.8,525.2,True,False,False
38,1,1.0,1,13.0,256,608,,EFIX,13.0,,1189.524884144926,,55.58282108709484,,384.74075687402814,study,False,False,354,obj2start,3.0,401,3,1380.0,260.0,260.0,,254.4,210.0,650.0,210.0,,594.7,True,False,False
39,1,1.0,1,13.0,16,624,obj2end,ESACC,13.0,1242.8203289293267,1179.2140178949705,64.26795468972074,65.92192351562564,409.75403597768263,374.1038625836414,study,False,False,610,obj2start,3.0,401,3,1380.0,260.0,260.0,205.4,261.7,210.0,650.0,210.0,616.1,584.1,True,False,False
40,1,1.0,1,13.0,114,738,,EFIX,13.0,,1259.0868317951706,,69.76854592149674,,425.49224434764966,study,False,False,626,obj2start,3.0,401,3,1380.0,260.0,260.0,,193.1,210.0,650.0,210.0,,630.2,True,False,False
41,1,1.0,1,13.0,148,886,offscreen,ESACC,13.0,1931.732828317622,1268.2428040402988,832.7639041168873,69.10723551119665,1230.8077510318174,446.38079035729123,study,False,False,740,obj2start,3.0,401,3,1380.0,260.0,260.0,-169.6,190.9,210.0,650.0,210.0,1363.4,651.0,True,False,False
42,1,1.0,1,13.0,180,1066,,EFIX,13.0,,1295.4100393311764,,98.90990850263688,,449.6122440503595,study,False,False,888,obj2start,3.0,401,3,1380.0,260.0,260.0,,161.1,210.0,650.0,210.0,,648.6,True,False,False
43,1,1.0,1,13.0,34,1100,obj3end,ESACC,13.0,1169.0227114987972,1282.69016134061,401.81351395890107,91.42237144156783,63.42002838220747,434.5642069936271,study,False,False,1068,obj2start,3.0,401,3,1380.0,260.0,260.0,211.7,169.8,210.0,650.0,210.0,251.1,635.1,True,False,False
44,1,1.0,1,13.0,588,1688,,EFIX,13.0,,1200.996057445652,,426.03231098122126,,83.66319381902655,study,False,False,1102,obj3start,3.0,401,3,1380.0,260.0,260.0,,179.2,210.0,650.0,210.0,,231.7,True,False,False
45,1,1.0,1,13.0,156,1844,obj3end,ESACC,13.0,1195.8154121769799,1205.2885007333307,345.9689292407629,418.1104758314482,124.15514487930011,90.2461633533526,study,False,False,1690,obj3start,3.0,401,3,1380.0,260.0,260.0,188.5,175.1,210.0,650.0,210.0,311.5,240.6,True,False,False
