,block,cond,cuecond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart,manip_accuracy,all_accuracy,dom_accuracy
0,1,1.0,1,8.0,274,276,,EFIX,8.0,,347.66870724872547,,717.0896248029252,,139.79102260159627,study,True,False,4,obj3start,1.0,408,1,820.0,1380.0,820.0,,748.8,430.0,430.0,650.0,,770.3,True,True,True
1,1,1.0,1,8.0,22,298,obj3end,ESACC,8.0,240.7897215414313,340.75605643920693,660.7115028512823,711.6422486052946,59.59605691654441,132.82578815877582,study,True,False,278,obj3start,1.0,408,1,820.0,1380.0,820.0,762.0,751.5,430.0,430.0,650.0,663.7,763.8,True,True,True
2,1,1.0,1,8.0,220,518,,EFIX,8.0,,215.09946536428205,,659.7300811695643,,69.1070184568832,study,True,False,300,obj3start,1.0,408,1,820.0,1380.0,820.0,,752.7,430.0,430.0,650.0,,634.3,True,True,True
3,1,1.0,1,8.0,20,538,obj3end,ESACC,8.0,141.4103249412857,210.0683936245526,636.4376481635887,664.4582229154817,113.44108603147268,78.4648328870966,study,True,False,520,obj3start,1.0,408,1,820.0,1380.0,820.0,756.2,745.2,430.0,430.0,650.0,556.2,626.3,True,True,True
4,1,1.0,1,8.0,634,1172,,EFIX,8.0,,105.30299141050075,,636.1263396527454,,159.47639323736914,study,True,False,540,obj1start,1.0,408,1,820.0,1380.0,820.0,,748.6,430.0,430.0,650.0,,507.4,True,True,True
5,1,1.0,1,8.0,16,1188,obj3end,ESACC,8.0,180.2332377781634,131.10499609091943,665.8918981336235,645.4304919973955,106.80833300824425,137.01284611305616,study,True,False,1174,obj1start,1.0,408,1,820.0,1380.0,820.0,733.1,743.4,430.0,430.0,650.0,587.9,536.4,True,True,True
6,1,1.0,1,8.0,114,1302,,EFIX,8.0,,194.76203428799977,,669.8031427218001,,97.96045120353422,study,True,False,1190,obj3start,1.0,408,1,820.0,1380.0,820.0,,733.3,430.0,430.0,650.0,,604.4,True,True,True
7,1,1.0,1,8.0,14,1316,obj3end,ESACC,8.0,240.44011728494894,207.31835422846672,689.8604569041481,675.7195424138627,93.31371817691111,95.1677466371879,study,True,False,1304,obj3start,1.0,408,1,820.0,1380.0,820.0,726.7,730.7,430.0,430.0,650.0,651.6,617.1,True,True,True
8,1,1.0,1,8.0,86,1402,,blink,8.0,,249.22184896192383,,692.5659030012956,,93.48545341388675,study,True,False,1318,obj3start,1.0,408,1,820.0,1380.0,820.0,,727.2,430.0,430.0,650.0,,661.3,True,True,True
9,1,1.0,1,8.0,344,1746,obj2end,ESACC,8.0,512.286950839078,242.28714369524437,72.70433274571748,692.6117671538652,577.8355475392631,95.93258049276062,study,True,False,1404,obj3start,1.0,408,1,820.0,1380.0,820.0,1329.6,724.1,430.0,430.0,650.0,377.6,652.5,True,True,True
10,1,1.0,1,8.0,268,2014,,EFIX,8.0,,538.3351465397741,,58.48700710414234,,601.3424398793087,study,True,False,1748,obj2start,1.0,408,1,820.0,1380.0,820.0,,1355.7,430.0,430.0,650.0,,376.8,True,True,True
11,1,1.0,1,8.0,12,2026,obj2end,ESACC,8.0,578.1161907436948,547.754808285605,55.0847528813555,53.84542691817015,637.0638351060277,609.2842768363549,study,True,False,2016,obj2start,1.0,408,1,820.0,1380.0,820.0,1395.7,1365.3,430.0,430.0,650.0,377.2,378.2,True,True,True
12,1,1.0,1,8.0,82,2108,,EFIX,8.0,,581.0497827208956,,56.45219216292666,,639.8990936077344,study,True,False,2028,obj2start,1.0,408,1,820.0,1380.0,820.0,,1398.6,430.0,430.0,650.0,,376.7,True,True,True
13,1,1.0,1,8.0,50,2158,obj1end,ESACC,8.0,43.38893868257208,580.5974939663449,581.4693457096428,54.74897259309987,182.72000437828368,638.9033181945449,study,True,False,2110,obj2start,1.0,408,1,820.0,1380.0,820.0,799.8,1398.3,430.0,430.0,650.0,468.4,378.4,True,True,True
