,block,cond,cuecond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart,manip_accuracy,all_accuracy,dom_accuracy
0,1,2.0,0,5.0,222,224,,EFIX,5.0,,439.82310080303876,,529.0561028851288,,182.4400175400123,study,False,False,4,screen,1.0,420,1,540.0,1380.0,820.0,,966.0,430.0,210.0,430.0,,539.4,True,False,False
1,1,2.0,0,5.0,26,250,obj3end,ESACC,5.0,339.71913399159604,439.55170344340604,541.9235093627144,525.4347723552373,60.73787944931894,180.39318168933104,study,False,False,226,screen,1.0,420,1,540.0,1380.0,820.0,879.5,966.9,430.0,210.0,430.0,417.8,534.7,True,False,False
2,1,2.0,0,5.0,370,620,,EFIX,5.0,,314.4024490998758,,560.0615144785437,,44.998888875171104,study,False,False,252,obj3start,1.0,420,1,540.0,1380.0,820.0,,852.9,430.0,210.0,430.0,,399.3,True,False,False
3,1,2.0,0,5.0,40,660,obj1end,ESACC,5.0,40.78884651470298,309.2576433978633,845.4772202726695,563.443244701718,268.431983936341,46.046606823956104,study,False,False,622,obj3start,1.0,420,1,540.0,1380.0,820.0,554.3,847.0,430.0,210.0,430.0,391.8,392.7,True,False,False
4,1,2.0,0,5.0,808,1468,,EFIX,5.0,,30.340237309553135,,867.3341512934908,,287.736911083719,study,False,False,662,obj1start,1.0,420,1,540.0,1380.0,820.0,,533.8,430.0,210.0,430.0,,400.3,True,False,False
5,1,2.0,0,5.0,32,1500,obj3end,ESACC,5.0,249.15346676295712,18.462123388169623,621.0873127024896,866.9145574968735,50.4920785866457,283.68441973432385,study,False,False,1470,obj1start,1.0,420,1,540.0,1380.0,820.0,786.3,536.9,430.0,210.0,430.0,392.4,411.8,True,False,False
6,1,2.0,0,5.0,266,1766,,EFIX,5.0,,269.8659296762005,,600.7325694516654,,41.99547594682073,study,False,False,1502,obj3start,1.0,420,1,540.0,1380.0,820.0,,806.9,430.0,210.0,430.0,,390.1,True,False,False
7,1,2.0,0,5.0,56,1822,obj2end,ESACC,5.0,827.8198113116163,270.28941895679156,48.14187366524074,600.0936343605055,564.8412520345871,43.363233274284305,study,False,False,1768,obj3start,1.0,420,1,540.0,1380.0,820.0,1334.0,807.1,430.0,210.0,430.0,195.8,388.6,True,False,False
8,1,2.0,0,5.0,758,2580,,EFIX,5.0,,828.4529980632577,,55.842367428324444,,567.3009518765151,study,False,False,1824,obj2start,1.0,420,1,540.0,1380.0,820.0,,1330.9,430.0,210.0,430.0,,183.4,True,False,False
9,1,2.0,0,5.0,46,2626,obj3end,ESACC,5.0,283.6277137375683,814.9058964076773,585.297086956701,70.39616466825439,57.24229205753382,554.9483038986606,study,False,False,2582,obj2start,1.0,420,1,540.0,1380.0,820.0,817.8,1315.9,430.0,210.0,430.0,372.8,180.9,True,False,False
10,1,2.0,0,5.0,1002,3628,,EFIX,5.0,,278.20409774120867,,592.7811737901263,,39.66761903618616,study,False,False,2628,obj3start,1.0,420,1,540.0,1380.0,820.0,,815.4,430.0,210.0,430.0,,390.6,True,False,False
11,1,2.0,0,5.0,142,3770,obj3end,ESACC,5.0,283.6277137375683,814.9058964076773,585.297086956701,70.39616466825439,57.24229205753382,554.9483038986606,study,False,False,3630,obj2start,1.0,420,1,540.0,1380.0,820.0,817.8,1315.9,430.0,210.0,430.0,372.8,180.9,True,False,False
12,1,2.0,0,5.0,136,3906,,EFIX,5.0,,266.0299419238369,,604.6221381987265,,42.18921663174131,study,False,False,3772,obj3start,1.0,420,1,540.0,1380.0,820.0,,803.2,430.0,210.0,430.0,,391.3,True,False,False
13,1,2.0,0,5.0,50,3956,obj2end,ESACC,5.0,837.838194402714,267.78293448239003,69.4898553747236,604.1917741909434,580.0041723987854,34.69437994834322,study,False,False,3908,obj3start,1.0,420,1,540.0,1380.0,820.0,1332.8,805.9,430.0,210.0,430.0,159.0,398.3,True,False,False
14,1,2.0,0,5.0,60,4016,,EFIX,5.0,,842.8040104318443,,70.81384045509743,,585.4353935320277,study,False,False,3958,obj2start,1.0,420,1,540.0,1380.0,820.0,,1336.4,430.0,210.0,430.0,,154.2,True,False,False
15,1,2.0,0,17.0,304,306,,EFIX,17.0,,741.8038082943494,,195.767438559123,,462.89619786729725,study,False,False,4,screen,2.0,420,2,1660.0,820.0,1380.0,,920.0,430.0,650.0,430.0,,481.7,True,False,False
16,1,2.0,0,17.0,24,330,obj2end,ESACC,17.0,838.357024184804,746.6480429225004,80.63808033429368,191.49751956618132,564.2716544360526,467.8154550674871,study,False,False,308,screen,2.0,420,2,1660.0,820.0,1380.0,833.5,915.3,430.0,650.0,430.0,570.5,483.9,True,False,False
17,1,2.0,0,17.0,240,570,,EFIX,17.0,,862.6825603893938,,54.60036629913764,,590.3602290127612,study,False,False,332,obj2start,2.0,420,2,1660.0,820.0,1380.0,,813.4,430.0,650.0,430.0,,595.8,True,False,False
18,1,2.0,0,17.0,50,620,obj3end,ESACC,17.0,279.80854168520295,861.66495808986,610.0498504220783,55.19510847892228,19.92034136253692,589.3000084846428,study,False,False,572,obj2start,2.0,420,2,1660.0,820.0,1380.0,1380.9,814.3,430.0,650.0,430.0,410.1,595.1,True,False,False
19,1,2.0,0,17.0,380,1000,,EFIX,17.0,,263.8802190388661,,629.8958405958878,,35.45095203235034,study,False,False,622,obj3start,2.0,420,2,1660.0,820.0,1380.0,,1397.9,430.0,650.0,430.0,,399.4,True,False,False
20,1,2.0,0,17.0,146,1146,obj3end,ESACC,17.0,169.70309366655638,234.67956877410518,730.6183271722657,659.1012820500353,129.0237962547994,59.14811915860054,study,False,False,1002,obj3start,2.0,420,2,1660.0,820.0,1380.0,1498.3,1427.9,430.0,650.0,430.0,378.5,395.3,True,False,False
21,1,2.0,0,17.0,122,1268,,EFIX,17.0,,163.83680905095787,,726.5800024773596,,125.29365506680686,study,False,False,1148,obj3start,2.0,420,2,1660.0,820.0,1380.0,,1500.1,430.0,650.0,430.0,,394.3,True,False,False
22,1,2.0,0,17.0,24,1292,obj1end,ESACC,17.0,44.050085130451315,161.8577770760491,829.619436850415,731.7444499277052,237.31078778681757,130.22265547899107,study,False,False,1270,obj3start,2.0,420,2,1660.0,820.0,1380.0,1617.1,1503.5,430.0,650.0,430.0,420.0,388.7,True,False,False
23,1,2.0,0,17.0,638,1930,,EFIX,17.0,,21.128653530218244,,848.9395856007657,,259.11854429970845,study,False,False,1294,obj1start,2.0,420,2,1660.0,820.0,1380.0,,1639.1,430.0,650.0,430.0,,426.9,True,False,False
24,1,2.0,0,17.0,30,1960,obj3end,ESACC,17.0,209.35675293622606,23.293775992741118,685.7042000746386,851.8864947867174,84.55915089450697,260.05883949598785,study,False,False,1932,obj1start,2.0,420,2,1660.0,820.0,1380.0,1454.5,1639.8,430.0,650.0,430.0,390.0,418.4,True,False,False
25,1,2.0,0,17.0,160,2120,,EFIX,17.0,,242.0463178815163,,654.4848508559995,,56.58992843253993,study,False,False,1962,obj3start,2.0,420,2,1660.0,820.0,1380.0,,1421.1,430.0,650.0,430.0,,391.1,True,False,False
26,1,2.0,0,17.0,46,2166,obj2end,ESACC,17.0,821.8663699166672,243.76304067680147,69.51496241817294,654.6574829634197,549.8511889593401,58.00362057665029,study,False,False,2122,obj3start,2.0,420,2,1660.0,820.0,1380.0,853.7,1419.9,430.0,650.0,430.0,589.2,387.9,True,False,False
27,1,2.0,0,17.0,364,2530,,EFIX,17.0,,845.3434095088221,,47.55502076542491,,574.2590704551387,study,False,False,2168,obj2start,2.0,420,2,1660.0,820.0,1380.0,,832.8,430.0,650.0,430.0,,604.2,True,False,False
28,1,2.0,0,17.0,16,2546,obj2end,ESACC,17.0,866.9386714179959,848.9140828140385,3.264965543462916,37.19032132154814,600.6318839355766,578.825638685779,study,False,False,2532,obj2start,2.0,420,2,1660.0,820.0,1380.0,822.1,831.4,430.0,650.0,430.0,652.5,614.6,True,False,False
29,1,2.0,0,17.0,576,3122,,EFIX,17.0,,869.3593273209876,,7.04556598152341,,603.517721363673,study,False,False,2548,obj2start,2.0,420,2,1660.0,820.0,1380.0,,820.8,430.0,650.0,430.0,,657.0,True,False,False
30,1,2.0,0,17.0,52,3174,obj3end,ESACC,17.0,298.3017599679894,865.4502007625858,600.3165331722925,4.9040799340956704,38.15678183495037,599.2762718479684,study,False,False,3124,obj2start,2.0,420,2,1660.0,820.0,1380.0,1363.7,823.8,430.0,650.0,430.0,395.5,653.1,True,False,False
31,1,2.0,0,17.0,224,3398,,EFIX,17.0,,283.1577652122575,,623.2129010217938,,50.619363883794534,study,False,False,3176,obj3start,2.0,420,2,1660.0,820.0,1380.0,,1381.4,430.0,650.0,430.0,,379.4,True,False,False
32,1,2.0,0,17.0,14,3412,obj3end,ESACC,17.0,249.24140907963113,281.5149374367193,662.2214735267952,626.1043523247542,73.81923868477647,53.015658064386955,study,False,False,3400,obj3start,2.0,420,2,1660.0,820.0,1380.0,1418.8,1383.5,430.0,650.0,430.0,367.2,377.1,True,False,False
33,1,2.0,0,17.0,334,3746,,EFIX,17.0,,237.14038036572347,,672.770064732372,,79.97224518543919,study,False,False,3414,obj3start,2.0,420,2,1660.0,820.0,1380.0,,1431.0,430.0,650.0,430.0,,368.4,True,False,False
34,1,2.0,0,17.0,34,3780,obj1end,ESACC,17.0,41.16017492674197,232.98354019114745,857.8986886573496,674.1938371121469,261.408033541435,79.30529616614515,study,False,False,3748,obj3start,2.0,420,2,1660.0,820.0,1380.0,1639.0,1434.3,430.0,650.0,430.0,394.6,372.2,True,False,False
35,1,2.0,0,17.0,236,4016,,EFIX,17.0,,23.345235059857483,,872.0005733943069,,278.36846085718844,study,False,False,3782,obj1start,2.0,420,2,1660.0,820.0,1380.0,,1657.4,430.0,650.0,430.0,,406.8,True,False,False
36,1,2.0,0,8.0,316,316,screen,ESACC,8.0,181.23895828436002,,227.52485578503286,,532.3829073138993,,study,False,False,2,screen,3.0,420,3,820.0,820.0,540.0,988.4,,430.0,650.0,210.0,497.0,,True,False,False
37,1,2.0,0,8.0,144,460,,EFIX,8.0,,189.32944831694832,,212.12647170968546,,543.5196776566604,study,False,False,318,screen,3.0,420,3,820.0,820.0,540.0,,987.0,430.0,650.0,210.0,,519.2,True,False,False
38,1,2.0,0,8.0,30,490,obj1end,ESACC,8.0,60.76462786852234,178.4650666096869,280.40032096985914,207.74450654590123,315.8486029730067,532.7567737720468,study,False,False,462,obj1start,3.0,420,3,820.0,820.0,540.0,812.5,977.3,430.0,650.0,210.0,369.7,514.3,True,False,False
39,1,2.0,0,8.0,216,706,,EFIX,8.0,,87.92553667734988,,302.1372204810258,,280.7541629255032,study,False,False,492,obj1start,3.0,420,3,820.0,820.0,540.0,,783.3,430.0,650.0,210.0,,350.1,True,False,False
40,1,2.0,0,8.0,38,744,obj3end,ESACC,8.0,338.6382287929111,91.99391284210056,506.8371040087732,302.83804252438296,18.216750533506225,272.4093977820883,study,False,False,708,obj1start,3.0,420,3,820.0,820.0,540.0,556.9,773.2,430.0,650.0,210.0,216.8,350.8,True,False,False
41,1,2.0,0,8.0,908,1652,,EFIX,8.0,,358.3748456574485,,530.4908387521881,,21.272752525237504,study,False,False,746,obj3start,3.0,420,3,820.0,820.0,540.0,,551.8,430.0,650.0,210.0,,192.3,True,False,False
42,1,2.0,0,8.0,40,1692,obj1end,ESACC,8.0,9.808159868191364,352.4929077300705,222.99820627081286,531.2355880398075,361.84001989829704,42.08622102303793,study,False,False,1654,obj3start,3.0,420,3,820.0,820.0,540.0,829.4,570.5,430.0,650.0,210.0,427.2,181.0,True,False,False
43,1,2.0,0,8.0,196,1888,,EFIX,8.0,,33.96660124298574,,188.69480649980807,,385.6601223875759,study,False,False,1694,obj1start,3.0,420,3,820.0,820.0,540.0,,832.2,430.0,650.0,210.0,,461.7,True,False,False
44,1,2.0,0,8.0,26,1914,obj2end,ESACC,8.0,172.1478724817707,39.12301113155784,53.69255069374153,183.56091631935163,493.5857473631101,389.67500561365233,study,False,False,1890,obj1start,3.0,420,3,820.0,820.0,540.0,841.5,833.0,430.0,650.0,210.0,600.8,466.9,True,False,False
45,1,2.0,0,8.0,844,2758,,EFIX,8.0,,205.94916848581835,,14.800675660252832,,512.1826432045506,study,False,False,1916,obj2start,3.0,420,3,820.0,820.0,540.0,,824.5,430.0,650.0,210.0,,635.9,True,False,False
46,1,2.0,0,8.0,38,2796,obj1end,ESACC,8.0,51.902408421960516,200.70039860448713,168.10074360335236,19.30414463269477,389.93571265017516,505.1382484033456,study,False,False,2760,obj2start,3.0,420,3,820.0,820.0,540.0,819.5,819.6,430.0,650.0,210.0,481.9,630.7,True,False,False
47,1,2.0,0,8.0,178,2974,,EFIX,8.0,,2.5495097567963922,,220.51417188017643,,357.7520090789149,study,False,False,2798,obj1start,3.0,420,3,820.0,820.0,540.0,,822.5,430.0,650.0,210.0,,429.5,True,False,False
48,1,2.0,0,8.0,16,2990,obj1end,ESACC,8.0,57.14201606523871,14.26639407839275,268.15146839053483,232.88522924393467,358.9,353.41127599441415,study,False,False,2976,obj1start,3.0,420,3,820.0,820.0,540.0,853.9,826.3,430.0,650.0,210.0,384.0,417.2,True,False,False
49,1,2.0,0,8.0,478,3468,,EFIX,8.0,,67.74252726316021,,278.30388067721947,,358.60430839575815,study,False,False,2992,obj1start,3.0,420,3,820.0,820.0,540.0,,858.7,430.0,650.0,210.0,,374.4,True,False,False
