,block,cond,dom_resp,duration,end,endloc,event,loc1,obj1end,obj1start,obj2end,obj2start,obj3end,obj3start,phase,start,startloc,studytrial,sub,trialnum,x1,x2,x3,xend,xstart,y1,y2,y3,yend,ystart
0,1,2.0,1.0,212,214,,EFIX,1.0,,770.8457822418178,,540.7580050262778,,216.81148493564638,study,4,screen,1.0,429,1,260.0,540.0,1100.0,,938.9,210.0,210.0,430.0,,575.1
1,1,2.0,1.0,40,254,obj2end,ESACC,1.0,226.80963383419143,775.3568081857538,83.53807515139431,545.4266036782584,641.5221040618944,216.47674239973216,study,216,screen,1.0,429,1,260.0,540.0,1100.0,479.4,942.3,210.0,210.0,430.0,267.5,578.3
2,1,2.0,1.0,228,482,,EFIX,1.0,,191.901771747944,,93.35036154188157,,678.2848148086465,study,256,obj2start,1.0,429,1,260.0,540.0,1100.0,,450.2,210.0,210.0,430.0,,235.5
3,1,2.0,1.0,14,496,obj2end,ESACC,1.0,207.0298770709194,190.88509632760747,76.45501945588659,90.62626550840548,677.6705467998443,681.6018779316853,study,484,obj2start,1.0,429,1,260.0,540.0,1100.0,466.1,450.4,210.0,210.0,430.0,190.4,223.6
4,1,2.0,1.0,126,622,,EFIX,1.0,,216.41894556623274,,71.14183017044189,,672.777199375841,study,498,obj2start,1.0,429,1,260.0,540.0,1100.0,,474.6,210.0,210.0,430.0,,182.0
5,1,2.0,1.0,32,654,obj1end,ESACC,1.0,91.22554466814654,212.32684710134987,353.3526567043186,72.9567680205202,950.4936086055498,674.5596267195361,study,624,obj2start,1.0,429,1,260.0,540.0,1100.0,191.9,471.0,210.0,210.0,430.0,149.3,186.3
6,1,2.0,1.0,646,1300,,EFIX,1.0,,72.28222464755771,,342.8712878034555,,937.2132734868835,study,656,obj1start,1.0,429,1,260.0,540.0,1100.0,,199.4,210.0,210.0,430.0,,170.6
7,1,2.0,1.0,30,1330,obj2end,ESACC,1.0,235.70324562890514,48.307349337342046,54.51623611365702,323.5762661259321,655.2923164512156,915.4745217645327,study,1302,obj1start,1.0,429,1,260.0,540.0,1100.0,493.9,217.2,210.0,210.0,430.0,180.9,187.6
8,1,2.0,1.0,174,1504,,EFIX,1.0,,257.6889597945554,,25.682678987987227,,627.167920097959,study,1332,obj2start,1.0,429,1,260.0,540.0,1100.0,,517.4,210.0,210.0,430.0,,197.8
9,1,2.0,1.0,44,1548,obj3end,ESACC,1.0,912.58937644485,261.88432560960956,646.463742216066,22.07713749560841,44.8482998562934,623.2683210303569,study,1506,obj2start,1.0,429,1,260.0,540.0,1100.0,1140.9,521.6,210.0,210.0,430.0,448.4,197.8
10,1,2.0,1.0,214,1762,,EFIX,1.0,,922.2156634974272,,656.8361515629297,,55.729076791204754,study,1550,obj3start,1.0,429,1,260.0,540.0,1100.0,,1148.3,210.0,210.0,430.0,,457.8
11,1,2.0,1.0,18,1780,obj3end,ESACC,1.0,859.7610133054418,924.6600943049289,596.3128373597201,659.6273872422217,26.627053911388696,58.92614020958776,study,1764,obj3start,1.0,429,1,260.0,540.0,1100.0,1085.0,1149.8,210.0,210.0,430.0,452.0,461.5
12,1,2.0,1.0,166,1946,,EFIX,1.0,,859.8007036517241,,596.3231087254626,,26.405491853021847,study,1782,obj3start,1.0,429,1,260.0,540.0,1100.0,,1085.1,210.0,210.0,430.0,,451.8
13,1,2.0,1.0,16,1962,obj3end,ESACC,1.0,853.3528051163833,863.1597766346622,597.2026540463463,599.9906665940729,76.64861381655898,28.08558349046716,study,1948,obj3start,1.0,429,1,260.0,540.0,1100.0,1063.5,1087.6,210.0,210.0,430.0,497.4,455.2
14,1,2.0,1.0,162,2124,,EFIX,1.0,,856.2086252777415,,601.229748099676,,83.81652581681017,study,1964,obj3start,1.0,429,1,260.0,540.0,1100.0,,1063.6,210.0,210.0,430.0,,505.5
15,1,2.0,1.0,42,2166,obj2end,ESACC,1.0,249.1663701224545,854.7580066896127,65.51244156646888,600.1426913659784,619.4028414529594,86.0886171337419,study,2126,obj3start,1.0,429,1,260.0,540.0,1100.0,503.2,1061.5,210.0,210.0,430.0,264.2,507.0
16,1,2.0,1.0,278,2444,,EFIX,1.0,,217.10550430608615,,74.71813702174326,,652.4590408600374,study,2168,obj2start,1.0,429,1,260.0,540.0,1100.0,,474.2,210.0,210.0,430.0,,245.4
