,block,cond,cuecond,duration,end,endloc,event,manip_accuracy,manip_objend,manip_objstart,manip_x,manip_y,other_objend,other_objstart,other_x,other_y,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,test_objend,test_objstart,test_x,test_y,testtrial,trialnum,xend,xstart,yend,ystart,recog+manip_accuracy,recog+manip+loc_accuracy,dom_all_accuracy
0,1,1.0,0,64,66,,EFIX,True,,605.1916886408801,1165.0,197.0,,601.955961844386,1165.0,407.0,study,False,False,4,screen,1.0,910,,351.8991048581965,745.0,617.0,3.0,1,,570.7,,311.3,False,False,False
1,1,1.0,0,12,78,screen,ESACC,True,631.4155525483991,610.5926629103891,1165.0,197.0,625.1988483674614,606.3129554941079,1165.0,407.0,study,False,False,68,screen,1.0,910,357.11846773864835,351.68082120013315,745.0,617.0,3.0,1,545.8,565.8,320.6,314.4,False,False,False
2,1,1.0,0,204,282,,EFIX,True,,640.2492014832975,1165.0,197.0,,629.3322175131351,1165.0,407.0,study,False,False,80,screen,1.0,910,,348.75641929576005,745.0,617.0,3.0,1,,539.8,,335.0,False,False,False
3,1,1.0,0,50,332,offscreen,ESACC,True,261.6906570743404,639.5276772744086,1165.0,197.0,230.63824487712358,627.4612737053977,1165.0,407.0,study,False,False,284,screen,1.0,910,342.8381542360768,345.12555686300607,745.0,617.0,3.0,1,944.8,541.3,338.4,338.4,False,False,False
4,1,1.0,0,108,440,,EFIX,True,,270.676670586883,1165.0,197.0,,240.34945392074434,1165.0,407.0,study,False,False,334,offscreen,1.0,910,,336.5261654017411,745.0,617.0,3.0,1,,934.5,,338.9,False,False,False
5,1,1.0,0,32,472,manip_objend,ESACC,True,116.4252979382058,275.0080180649284,1165.0,197.0,235.34410976270468,243.8430027702251,1165.0,407.0,study,False,False,442,offscreen,1.0,910,513.9327290609152,332.9045058271215,745.0,617.0,3.0,1,1048.7,930.4,202.4,340.5,False,False,False
6,1,1.0,0,462,934,,EFIX,True,,99.8123238883856,1165.0,197.0,,223.2050626665981,1165.0,407.0,study,False,False,474,manip_objstart,1.0,910,,520.4483643936255,745.0,617.0,3.0,1,,1065.7,,207.1,False,False,False
7,1,1.0,0,14,948,manip_objend,ESACC,True,99.1308226537035,95.99817706602555,1165.0,197.0,183.0708059740821,209.34098977505573,1165.0,407.0,study,False,False,936,manip_objstart,1.0,910,499.22632142145704,514.4508236945491,745.0,617.0,3.0,1,1078.6,1071.7,245.6,219.6,False,False,False
8,1,1.0,0,158,1106,,EFIX,True,,98.91779415251841,1165.0,197.0,,185.12355333668378,1165.0,407.0,study,False,False,950,manip_objstart,1.0,910,,500.10871818035724,745.0,617.0,3.0,1,,1077.8,,243.7,False,False,False
9,1,1.0,0,34,1140,other_objend,ESACC,True,227.69385147605544,99.49884421439268,1165.0,197.0,86.80144008021982,183.84237813953555,1165.0,407.0,study,False,False,1108,manip_objstart,1.0,910,393.58924019845875,499.1312653000211,745.0,617.0,3.0,1,1078.2,1077.9,407.5,245.1,False,False,False
10,1,1.0,0,968,2108,,EFIX,True,,226.30744574582602,1165.0,197.0,,69.31854008849282,1165.0,407.0,study,False,False,1142,other_objstart,1.0,910,,406.1416747884906,745.0,617.0,3.0,1,,1095.9,,412.5,False,False,False
11,1,1.0,0,50,2158,test_objend,ESACC,True,521.8057301333514,222.01740922729462,1165.0,197.0,422.18860714140544,60.313597140280116,1165.0,407.0,study,False,False,2110,other_objstart,1.0,910,92.31045444585355,414.7477908319705,745.0,617.0,3.0,1,759.9,1104.8,525.9,410.7,False,False,False
12,1,1.0,0,140,2298,,EFIX,True,,517.2004833717772,1165.0,197.0,,417.18861441798714,1165.0,407.0,study,False,False,2160,test_objstart,1.0,910,,94.57452088168357,745.0,617.0,3.0,1,,764.7,,524.5,False,False,False
13,1,1.0,0,22,2320,test_objend,ESACC,True,609.2670022248045,523.6328675704,1165.0,197.0,504.92601438230525,421.56539231772814,1165.0,407.0,study,False,False,2300,test_objstart,1.0,910,66.80029940052663,87.03665894322914,745.0,617.0,3.0,1,690.2,762.3,578.8,531.7,False,False,False
14,1,1.0,0,194,2514,,EFIX,True,,608.0353361442079,1165.0,197.0,,499.9649687728131,1165.0,407.0,study,False,False,2322,test_objstart,1.0,910,,55.19936593838734,745.0,617.0,3.0,1,,698.6,,587.1,False,False,False
15,1,1.0,0,14,2528,test_objend,ESACC,True,636.6906077523055,610.96639023763,1165.0,197.0,527.0872128974484,503.0665264157416,1165.0,407.0,study,False,False,2516,test_objstart,1.0,910,69.12980543875416,57.09579669292647,745.0,617.0,3.0,1,676.8,695.7,605.7,588.2,False,False,False
16,1,1.0,0,302,2830,,EFIX,True,,627.2856606044809,1165.0,197.0,,520.1473829598684,1165.0,407.0,study,False,False,2530,test_objstart,1.0,910,,68.81351611420536,745.0,617.0,3.0,1,,679.9,,594.7,False,False,False
17,1,1.0,0,46,2876,offscreen,ESACC,True,453.0102095979737,622.2744490978238,1165.0,197.0,295.50676811200117,517.6345139188461,1165.0,407.0,study,False,False,2832,test_objstart,1.0,910,185.59700967418627,72.64633507617577,745.0,617.0,3.0,1,927.4,679.3,582.7,586.0,False,False,False
18,1,1.0,0,178,3054,,EFIX,True,,457.6809587474663,1165.0,197.0,,301.78445950711244,1165.0,407.0,study,False,False,2878,test_objstart,1.0,910,,178.59412084388444,745.0,617.0,3.0,1,,920.5,,583.9,False,False,False
19,1,1.0,0,20,3074,offscreen,ESACC,True,417.20625594542565,460.1284277242605,1165.0,197.0,247.57031324454067,303.96738311864976,1165.0,407.0,study,False,False,3056,test_objstart,1.0,910,238.67354273148922,177.1162612523198,745.0,617.0,3.0,1,979.1,919.4,570.5,586.1,False,False,False
20,1,1.0,0,124,3198,,EFIX,True,,410.55084946934403,1165.0,197.0,,240.674053441579,1165.0,407.0,study,False,False,3076,offscreen,1.0,910,,244.31127685802795,745.0,617.0,3.0,1,,983.8,,565.4,False,False,False
21,1,1.0,0,56,3254,test_objend,ESACC,True,657.5847321828571,409.7112763886296,1165.0,197.0,548.6726528632532,239.41455678383474,1165.0,407.0,study,False,False,3200,offscreen,1.0,910,87.82755831742104,245.8197103570012,745.0,617.0,3.0,1,657.2,985.3,614.8,565.2,False,False,False
