,block,cond,cuecond,duration,end,endloc,event,manip_accuracy,manip_objend,manip_objstart,manip_x,manip_y,other_objend,other_objstart,other_x,other_y,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,test_objend,test_objstart,test_x,test_y,testtrial,trialnum,xend,xstart,yend,ystart,all_accuracy,dom_accuracy
0,1,1.0,0,198,200,,EFIX,True,,723.9704966364305,1165.0,617.0,,257.71550205604626,745.0,407.0,study,True,True,4,screen,1.0,905,,407.06913417747603,115.0,197.0,15.0,1,,496.2,,339.8,True,False
1,1,1.0,0,30,230,other_objend,ESACC,True,606.1493545323627,730.2455066619718,1165.0,617.0,141.98957708226334,264.17513130497355,745.0,407.0,study,True,True,202,screen,1.0,905,540.3564009059206,400.73994060986735,115.0,197.0,15.0,1,644.0,489.7,307.2,339.1,True,False
2,1,1.0,0,104,334,,EFIX,True,,611.5533092053382,1165.0,617.0,,145.01534401572823,745.0,407.0,study,True,True,232,other_objstart,1.0,905,,531.8829288480689,115.0,197.0,15.0,1,,633.9,,313.8,True,False
3,1,1.0,0,60,394,test_objend,ESACC,True,1269.0092277048266,610.4733982738314,1165.0,617.0,799.6689440012035,143.35190964894747,745.0,407.0,study,True,True,336,other_objstart,1.0,905,154.65581140067127,531.9057905306164,115.0,197.0,15.0,1,16.1,633.1,78.1,317.4,True,False
4,1,1.0,0,368,762,,EFIX,True,,1292.0933751087805,1165.0,617.0,,822.6744738959633,745.0,407.0,study,True,True,396,test_objstart,1.0,905,,178.08787156906558,115.0,197.0,15.0,1,,-2.3,,63.0,True,False
5,1,1.0,0,22,784,offscreen,ESACC,True,1356.9901289250413,1295.3044584189463,1165.0,617.0,887.4211007182554,825.8799186322428,745.0,407.0,study,True,True,764,offscreen,1.0,905,250.44402568238678,181.2226255190008,115.0,197.0,15.0,1,-46.4,-5.0,5.5,61.2,True,False
6,1,1.0,0,300,1084,,EFIX,True,,1344.1013726650235,1165.0,617.0,,874.527586757559,745.0,407.0,study,True,True,786,offscreen,1.0,905,,235.9459683910704,115.0,197.0,15.0,1,,-37.9,,17.3,True,False
7,1,1.0,0,64,1148,other_objend,ESACC,True,555.2919952601515,1342.3565696192647,1165.0,617.0,99.06159699903894,872.7824242043374,745.0,407.0,study,True,True,1086,offscreen,1.0,905,593.0372669571449,234.64262187420255,115.0,197.0,15.0,1,694.8,-36.0,321.6,17.4,True,False
8,1,1.0,0,850,1998,,EFIX,True,,551.3301733081547,1165.0,617.0,,95.96332632834273,745.0,407.0,study,True,True,1150,other_objstart,1.0,905,,597.0468658321556,115.0,197.0,15.0,1,,698.6,,323.0,True,False
9,1,1.0,0,56,2054,manip_objend,ESACC,True,127.88995269371239,561.3067343262505,1165.0,617.0,352.07930924722064,105.01071373912283,745.0,407.0,study,True,True,2000,other_objstart,1.0,905,1016.1219611837942,587.8411775301216,115.0,197.0,15.0,1,1077.0,690.4,524.2,317.3,True,False
