,block,cond,cuecond,duration,end,endloc,event,manip_accuracy,manip_objend,manip_objstart,manip_x,manip_y,other_objend,other_objstart,other_x,other_y,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,test_objend,test_objstart,test_x,test_y,testtrial,trialnum,xend,xstart,yend,ystart,all_accuracy,dom_accuracy
0,1,0.0,1,266,268,,EFIX,,,,,,,,,,study,,,4,screen,1.0,916,,,,,,1,,380.0,,489.6,False,False
1,1,0.0,1,34,302,screen,ESACC,,,,,,,,,,study,,,270,screen,1.0,916,,,,,,1,247.8,380.9,422.7,486.3,False,False
2,1,0.0,1,292,594,,EFIX,,,,,,,,,,study,,,304,screen,1.0,916,,,,,,1,,243.3,,427.4,False,False
3,1,0.0,1,44,638,screen,ESACC,,,,,,,,,,study,,,596,screen,1.0,916,,,,,,1,393.9,229.8,289.1,423.7,False,False
4,1,0.0,1,278,916,,EFIX,,,,,,,,,,study,,,640,screen,1.0,916,,,,,,1,,383.0,,290.4,False,False
5,1,0.0,1,12,928,screen,ESACC,,,,,,,,,,study,,,918,screen,1.0,916,,,,,,1,380.3,381.9,263.6,287.0,False,False
6,1,0.0,1,218,1146,,EFIX,,,,,,,,,,study,,,930,screen,1.0,916,,,,,,1,,385.0,,260.7,False,False
7,1,0.0,1,46,1192,screen,ESACC,,,,,,,,,,study,,,1148,screen,1.0,916,,,,,,1,191.4,385.4,490.1,259.3,False,False
8,1,0.0,1,296,1488,,EFIX,,,,,,,,,,study,,,1194,screen,1.0,916,,,,,,1,,182.7,,483.3,False,False
9,1,0.0,1,24,1512,screen,ESACC,,,,,,,,,,study,,,1490,screen,1.0,916,,,,,,1,157.6,185.9,470.7,482.3,False,False
10,1,0.0,1,546,2058,,EFIX,,,,,,,,,,study,,,1514,screen,1.0,916,,,,,,1,,168.8,,464.9,False,False
11,1,0.0,1,232,2290,screen,ESACC,,,,,,,,,,study,,,2060,screen,1.0,916,,,,,,1,161.6,158.8,429.5,455.7,False,False
12,1,0.0,1,398,2688,,EFIX,,,,,,,,,,study,,,2292,screen,1.0,916,,,,,,1,,151.3,,472.4,False,False
13,1,0.0,1,48,2736,screen,ESACC,,,,,,,,,,study,,,2690,screen,1.0,916,,,,,,1,412.0,151.0,237.3,475.5,False,False
14,1,0.0,1,232,2968,,EFIX,,,,,,,,,,study,,,2738,screen,1.0,916,,,,,,1,,409.8,,243.2,False,False
15,1,0.0,1,28,2996,screen,ESACC,,,,,,,,,,study,,,2970,screen,1.0,916,,,,,,1,397.6,414.2,279.8,243.9,False,False
16,1,0.0,1,286,3282,,EFIX,,,,,,,,,,study,,,2998,screen,1.0,916,,,,,,1,,391.6,,272.6,False,False
17,1,0.0,1,34,3316,screen,ESACC,,,,,,,,,,study,,,3284,screen,1.0,916,,,,,,1,162.4,390.1,465.8,270.8,False,False
18,1,0.0,1,194,3510,,EFIX,,,,,,,,,,study,,,3318,screen,1.0,916,,,,,,1,,163.6,,458.6,False,False
