,block,cond,cuecond,duration,end,endloc,event,manip_accuracy,manip_objend,manip_objstart,manip_x,manip_y,other_objend,other_objstart,other_x,other_y,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,test_objend,test_objstart,test_x,test_y,testtrial,trialnum,xend,xstart,yend,ystart,recog+manip_accuracy,recog+manip+loc_accuracy,dom_all_accuracy
0,1,2.0,1,46,48,,EFIX,False,,299.1250073129961,745.0,197.0,,524.9950190239904,745.0,617.0,study,False,False,4,screen,1.0,907,,398.4140685267025,115.0,407.0,6.0,1,,446.1,,185.4,False,False,False
1,1,2.0,1,22,70,screen,ESACC,False,233.72620734526112,293.7232711243697,745.0,197.0,483.70232581619865,529.1288689912883,745.0,617.0,study,False,False,50,screen,1.0,907,450.1510191035893,408.3446583463533,115.0,407.0,6.0,1,511.3,452.0,193.5,176.4,False,False,False
2,1,2.0,1,184,254,,EFIX,False,,211.50021276585042,745.0,197.0,,470.5149731942651,745.0,617.0,study,False,False,72,screen,1.0,907,,468.3677401358894,115.0,407.0,6.0,1,,533.5,,196.7,False,False,False
3,1,2.0,1,50,304,test_objend,ESACC,False,728.7620324907165,214.66059256416864,745.0,197.0,798.975656700503,467.1136585457548,745.0,617.0,study,False,False,256,screen,1.0,907,158.6256599671062,463.18589140862224,115.0,407.0,6.0,1,20.9,530.4,279.3,202.1,False,False,False
4,1,2.0,1,962,1266,,EFIX,False,,707.9937994078762,745.0,197.0,,779.6481385856058,745.0,617.0,study,False,False,306,test_objstart,1.0,907,,146.4486940877248,115.0,407.0,6.0,1,,41.9,,280.1,False,False,False
5,1,2.0,1,58,1324,screen,ESACC,False,211.18761800825348,689.9423526643368,745.0,197.0,516.914122461362,758.0477887310273,745.0,617.0,study,False,False,1268,test_objstart,1.0,907,501.7830308011621,129.09860572446163,115.0,407.0,6.0,1,541.1,61.3,142.0,289.6,False,False,False
6,1,2.0,1,238,1562,,EFIX,False,,208.32882661792155,745.0,197.0,,510.102832770021,745.0,617.0,study,False,False,1326,screen,1.0,907,,499.2002604165987,115.0,407.0,6.0,1,,542.3,,148.9,False,False,False
7,1,2.0,1,394,1956,manip_objend,ESACC,False,90.70727644461606,205.52471870799386,745.0,197.0,509.3837551394823,500.47618324951287,745.0,617.0,study,False,False,1564,screen,1.0,907,682.0775689025406,494.60935090230555,115.0,407.0,6.0,1,728.0,543.0,107.9,159.1,False,False,False
8,1,2.0,1,242,2198,,EFIX,False,,78.23816204385172,745.0,197.0,,496.77078215209076,745.0,617.0,study,False,False,1958,manip_objstart,1.0,907,,677.190674773361,115.0,407.0,6.0,1,,728.6,,120.5,False,False,False
9,1,2.0,1,46,2244,other_objend,ESACC,False,290.5580836941213,67.86486572594097,745.0,197.0,154.7384890710776,486.2567634491062,745.0,617.0,study,False,False,2200,manip_objstart,1.0,907,564.6095996350044,673.3629333427851,115.0,407.0,6.0,1,675.0,729.2,479.0,131.0,False,False,False
10,1,2.0,1,502,2746,,EFIX,False,,286.64474528586777,745.0,197.0,,154.224544090751,745.0,617.0,study,False,False,2246,other_objstart,1.0,907,,570.6480614178935,115.0,407.0,6.0,1,,681.4,,476.5,False,False,False
11,1,2.0,1,18,2764,other_objend,ESACC,False,299.6046061061145,290.80118637997333,745.0,197.0,127.19638359639002,154.3804715629538,745.0,617.0,study,False,False,2748,other_objstart,1.0,907,601.8097041424307,564.846288825553,115.0,407.0,6.0,1,710.4,675.2,494.6,479.3,False,False,False
12,1,2.0,1,110,2874,,EFIX,False,,300.41098515200804,745.0,197.0,,129.08431353189278,745.0,617.0,study,False,False,2766,other_objstart,1.0,907,,595.4785974323511,115.0,407.0,6.0,1,,704.0,,494.6,False,False,False
13,1,2.0,1,62,2936,manip_objend,ESACC,False,123.71127676974317,304.7800026248441,745.0,197.0,535.2162927265948,125.27908843857382,745.0,617.0,study,False,False,2876,other_objstart,1.0,907,663.0780346233768,595.3359135815679,115.0,407.0,6.0,1,694.2,703.2,84.2,498.9,False,False,False
14,1,2.0,1,228,3164,,EFIX,False,,119.86980437124271,745.0,197.0,,532.2149659677,745.0,617.0,study,False,False,2938,manip_objstart,1.0,907,,664.7456430846313,115.0,407.0,6.0,1,,697.6,,86.9,False,False,False
15,1,2.0,1,56,3220,screen,ESACC,False,547.5013150669138,117.00675194192853,745.0,197.0,690.7718074733508,530.4701499613338,745.0,617.0,study,False,False,3166,manip_objstart,1.0,907,226.74146069918487,667.6725095434139,115.0,407.0,6.0,1,197.5,701.7,195.8,88.3,False,False,False
16,1,2.0,1,244,3464,,EFIX,False,,540.5466307359616,745.0,197.0,,680.1666413460748,745.0,617.0,study,False,False,3222,screen,1.0,907,,221.7626208358839,115.0,407.0,6.0,1,,204.5,,204.1,False,False,False
17,1,2.0,1,26,3490,test_objend,ESACC,False,680.5123437528522,536.1601439868502,745.0,197.0,759.4399581270397,670.7009020420354,745.0,617.0,study,False,False,3466,screen,1.0,907,143.03513554368382,214.9876740652822,115.0,407.0,6.0,1,68.6,209.1,271.7,213.7,False,False,False
