,block,cond,cuecond,duration,end,endloc,event,manip_accuracy,manip_objend,manip_objstart,manip_x,manip_y,other_objend,other_objstart,other_x,other_y,phase,recog_accuracy,recog_loc_accuracy,start,startloc,studytrial,sub,test_objend,test_objstart,test_x,test_y,testtrial,trialnum,xend,xstart,yend,ystart,recog+manip_accuracy,recog+manip+loc_accuracy,dom_all_accuracy
0,1,2.0,1,172,174,,EFIX,False,,339.27148421286455,535.0,617.0,,484.30686553052294,115.0,197.0,study,True,False,4,screen,1.0,926,,579.6405265334714,1165.0,197.0,5.0,1,,591.7,,282.5,False,False,False
1,1,2.0,1,40,214,manip_objend,ESACC,False,106.83866341357894,339.089988056268,535.0,617.0,487.3833193698774,486.7751226182374,115.0,197.0,study,True,False,176,screen,1.0,926,791.3611691257033,577.356059983785,1165.0,197.0,5.0,1,454.9,594.1,546.3,283.1,False,False,False
2,1,2.0,1,166,380,,EFIX,False,,102.68407861007466,535.0,617.0,,491.6421666212124,115.0,197.0,study,True,False,216,manip_objstart,1.0,926,,791.0764944049342,1165.0,197.0,5.0,1,,457.1,,550.1,False,False,False
3,1,2.0,1,56,436,other_objend,ESACC,False,737.5148134105511,99.51406935705121,535.0,617.0,144.13916886120856,495.16365981360144,115.0,197.0,study,True,False,382,manip_objstart,1.0,926,1146.5540109388653,792.8726568623741,1165.0,197.0,5.0,1,23.9,457.4,85.3,554.7,False,False,False
4,1,2.0,1,152,588,,EFIX,False,,731.2755773304616,535.0,617.0,,138.76588197392036,115.0,197.0,study,True,False,438,other_objstart,1.0,926,,1136.6907978865668,1165.0,197.0,5.0,1,,33.9,,84.4,False,False,False
5,1,2.0,1,20,608,other_objend,ESACC,False,720.9622042798082,723.9294786096226,535.0,617.0,132.16088680089885,131.5366488853962,115.0,197.0,study,True,False,590,other_objstart,1.0,926,1169.066507945549,1130.9208150883067,1165.0,197.0,5.0,1,-2.5,39.2,136.5,89.5,False,False,False
6,1,2.0,1,336,944,,EFIX,False,,707.5069540294286,535.0,617.0,,121.63095823021374,115.0,197.0,study,True,False,610,other_objstart,1.0,926,,1163.689859885356,1165.0,197.0,5.0,1,,2.2,,151.5,False,False,False
7,1,2.0,1,48,992,manip_objend,ESACC,False,165.78929398486503,701.5830243100241,535.0,617.0,428.3387561265032,116.56217225154994,115.0,197.0,study,True,False,946,other_objstart,1.0,926,800.5336282755397,1160.0072154948002,1165.0,197.0,5.0,1,422.2,5.7,495.5,156.5,False,False,False
8,1,2.0,1,634,1626,,EFIX,False,,165.63918618491218,535.0,617.0,,428.3787342994515,115.0,197.0,study,True,False,994,manip_objstart,1.0,926,,803.0431744308646,1165.0,197.0,5.0,1,,420.3,,497.5,False,False,False
9,1,2.0,1,42,1668,screen,ESACC,False,406.0960600646108,154.6560377094926,535.0,617.0,211.44741663118043,439.32959153692343,115.0,197.0,study,True,False,1628,manip_objstart,1.0,926,859.0227063355194,803.7291148141892,1165.0,197.0,5.0,1,309.9,424.3,279.0,509.0,False,False,False
10,1,2.0,1,136,1804,,EFIX,False,,413.28065524531877,535.0,617.0,,204.80454096528229,115.0,197.0,study,True,False,1670,screen,1.0,926,,863.5131151291218,1165.0,197.0,5.0,1,,304.9,,273.7,False,False,False
11,1,2.0,1,50,1854,test_objend,ESACC,False,716.4816885308375,408.37164446126764,535.0,617.0,938.7129539960551,208.86215549974582,115.0,197.0,study,True,False,1806,screen,1.0,926,138.31850924587062,861.1988156053166,1165.0,197.0,5.0,1,1050.5,307.6,119.4,277.8,False,False,False
12,1,2.0,1,188,2042,,EFIX,False,,707.7051645989311,535.0,617.0,,933.9671300425942,115.0,197.0,study,True,False,1856,test_objstart,1.0,926,,137.31205336750295,1165.0,197.0,5.0,1,,1046.4,,127.8,False,False,False
13,1,2.0,1,20,2062,test_objend,ESACC,False,717.4725081841116,703.3184556088373,535.0,617.0,975.9993852457081,932.4059469994816,115.0,197.0,study,True,False,2044,test_objstart,1.0,926,82.0658272364325,135.8707106038678,1165.0,197.0,5.0,1,1090.4,1045.2,162.8,132.9,False,False,False
